CAMIS,DBA,BORO,ADDRESS,CUISINE DESCRIPTION,INSPECTION DATE,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,INSPECTION TYPE,
50044691,JOY KITCHEN,Brooklyn,"497 7TH AVE, 11215",Chinese,9/25/18,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Y,9,A,9/25/18,Cycle Inspection / Initial Inspection,
50033345,YUMMY YUMMY CHINESE KITCHEN,Bronx,"1811 RANDALL AVE, 10473",Chinese,3/5/19,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,11,A,3/5/19,Cycle Inspection / Initial Inspection,
50042815,ALI BABA,Queens,"18310 HORACE HARDING EXPY, 11365",Middle Eastern,6/28/18,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,7,A,6/28/18,Cycle Inspection / Re-inspection,
40746628,ORIGINAL VEGETARIAN RESTAURANT,Brooklyn,"752 NOSTRAND AVENUE, 11216",Vegetarian,10/2/19,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,4,A,10/2/19,Cycle Inspection / Initial Inspection,
41512057,LA BERGAMOTE,Manhattan,"177 9 AVENUE, 10011",French,11/20/18,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,5,A,11/20/18,Cycle Inspection / Re-inspection,
41316918,OLMSTED CAFETERIA,Queens,"11702 ROOSEVELT AVENUE, 11368",American,10/18/19,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,46,C,,Cycle Inspection / Initial Inspection,
40512087,BIG NEW YORK FRIED CHICKEN,Queens,"715 BEACH 20 STREET, 11691",Chicken,12/18/17,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,24,B,,Cycle Inspection / Initial Inspection,
50044262,LUNERA MODERN MEXICAN,Queens,"3225 STEINWAY ST, 11103",Spanish,2/6/20,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,9,A,2/6/20,Cycle Inspection / Initial Inspection,
50072426,GONG CHA,Brooklyn,"5723 8TH AVE, 11220","Juice, Smoothies, Fruit Salads",4/12/18,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,12,A,4/12/18,Pre-permit (Operational) / Initial Inspection,
50000849,MILK RIVER CAFE,Brooklyn,"960 ATLANTIC AVE, 11238",Caribbean,6/24/17,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Y,7,A,6/24/17,Cycle Inspection / Re-inspection,
50046746,MCDONALD'S,Brooklyn,"180 PARKSIDE AVE, 11226",American,7/3/19,09C,Food contact surface not properly maintained.,N,7,A,7/3/19,Cycle Inspection / Initial Inspection,
41679611,TAKESUSHI,Queens,"4346 42 STREET, 11104",Japanese,10/31/19,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Y,58,C,,Cycle Inspection / Initial Inspection,
50070220,SUSHI LIN,Brooklyn,"335 FLATBUSH AVE, 11217",Japanese,3/23/18,02B,Hot food item not held at or above 140º F.,Y,17,B,,Pre-permit (Operational) / Initial Inspection,
41543826,UMBERTO'S CLAM HOUSE,Manhattan,"132 MULBERRY STREET, 10013",Italian,4/3/19,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,27,C,,Cycle Inspection / Initial Inspection,
50079461,TEPPEN RAMEN,Manhattan,"159 E 55TH ST, 10022",Japanese,11/13/18,05H,"No facilities available to wash, rinse and sanitize utensils and/or equipment.",Y,35,C,,Pre-permit (Operational) / Second Compliance Inspection,
50081720,COOKIES AND CREAM PASTRY SHOP,Queens,"11928 METROPOLITAN AVE, 11415",Bakery,9/19/19,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,N,12,A,9/19/19,Cycle Inspection / Initial Inspection,
50035264,CHIPOTLE MEXICAN GRILL,Queens,"25465 HORACE HARDING EXPY, 11362",Mexican,1/3/18,10I,"Single service item reused, improperly stored, dispensed; not used when required.",N,8,A,1/3/18,Cycle Inspection / Initial Inspection,
50045463,SUN SHINE SEAFOOD RESTAURANT,Manhattan,"27 DIVISION ST, 10002",Chinese,9/17/19,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2 hours, and from 70º F to 41º F or less within 4 additional hours.",Y,19,B,,Cycle Inspection / Initial Inspection,
50057588,ELLA KITCHEN AND BAR,Manhattan,"249 COLUMBUS AVE, 10023",Mediterranean,2/15/17,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,8,A,2/15/17,Pre-permit (Operational) / Re-inspection,
41302769,ENZO'S PIZZERIA & ITALIAN SPECIALTIES,Brooklyn,"488 KINGS HIGHWAY, 11223",Pizza/Italian,7/29/19,04M,Live roaches present in facility's food and/or non-food areas.,Y,87,C,,Cycle Inspection / Initial Inspection,
50085607,LUV-N-OVEN,Brooklyn,"120 DEKALB AVE, 11201",Pizza,8/29/19,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,7,A,8/29/19,Cycle Inspection / Re-inspection,
41663033,EL ENCANTO CENTRO-AMERICANO RESTAURANT,Queens,"14912 JAMAICA AVENUE, 11435",Spanish,4/12/18,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,18,B,,Cycle Inspection / Initial Inspection,
50058619,WHILE IN KATHMANDU,Queens,"758 SENECA AVE, 11385",Asian,11/27/18,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,20,B,,Cycle Inspection / Initial Inspection,
41111464,100 FUN,Brooklyn,"932934 60 STREET, ",Asian,2/3/20,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,13,A,2/3/20,Cycle Inspection / Initial Inspection,
50000763,BAREBURGER,Manhattan,"366 W 46TH ST, 10036",Hamburgers,12/15/16,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,12,A,,Cycle Inspection / Initial Inspection,
41215997,MCDONALD'S,Bronx,"36 WEST FORDHAM ROAD, 10468",Hamburgers,4/18/19,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,11,A,4/18/19,Cycle Inspection / Initial Inspection,
50087139,KENNEDY FRIED CHICKEN,Brooklyn,"1676 NOSTRAND AVE, 11226",Chicken,11/4/19,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,N,43,C,11/4/19,Cycle Inspection / Re-inspection,
50078790,DUN HUANG,Brooklyn,"817 60TH ST, 11220",Chinese,8/13/18,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,7,A,8/13/18,Pre-permit (Operational) / Initial Inspection,
40401445,IHOP,Brooklyn,"2101 RALPH AVENUE, 11234",Pancakes/Waffles,5/3/17,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,27,C,,Cycle Inspection / Initial Inspection,
41704440,12 CORAZONES RESTAURANT & BAR,Queens,"8622 ROOSEVELT AVENUE, 11372","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6/11/18,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,32,C,,Cycle Inspection / Initial Inspection,
40995536,TABOON,Manhattan,"773 10TH AVENUE, 10019",Mediterranean,8/7/18,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,44,C,,Cycle Inspection / Initial Inspection,
40510301,EL VAQUERO BARRAS,Bronx,"2649 WEBSTER AVENUE, 10458","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",4/6/18,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,56,C,,Cycle Inspection / Initial Inspection,
41553996,SOL DE QUITO RESTAURANT,Brooklyn,"189 IRVING AVENUE, 11237",Spanish,4/12/18,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,10,A,4/12/18,Cycle Inspection / Initial Inspection,
40609248,HEALTH KING,Manhattan,"526 7 AVENUE, 10018","Juice, Smoothies, Fruit Salads",4/21/16,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,13,A,4/21/16,Cycle Inspection / Initial Inspection,
50063305,LUANNE'S WILD GINGER,Brooklyn,"676 FRANKLIN AVE, 11238",Vegetarian,10/24/18,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Y,62,C,,Cycle Inspection / Initial Inspection,
50006485,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,Brooklyn,"2223 CHURCH AVE, 11226",Caribbean,3/27/18,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,24,B,,Cycle Inspection / Initial Inspection,
50056249,UNITED NATIONS FEDERAL CREDIT UNION,Queens,"2401 44TH RD, 11101",American,9/26/17,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,13,A,9/26/17,Cycle Inspection / Initial Inspection,
41678959,NEW KAM WEI,Manhattan,"630 10 AVENUE, 10036",Chinese,4/18/16,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,9,A,4/18/16,Cycle Inspection / Re-inspection,
50061140,TURNTABLE CHICKEN JAZZ,Manhattan,"20 W 33RD ST, 10001",Korean,1/27/20,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,N,13,A,1/27/20,Cycle Inspection / Re-inspection,
40794835,PIZZA PORT,Queens,"13515 LEFFERTS BOULEVARD, 11420",Pizza,6/13/18,02B,Hot food item not held at or above 140º F.,Y,23,B,,Cycle Inspection / Initial Inspection,
50035271,I BAKERY 18,Brooklyn,"7118 18TH AVE, 11204",Bakery,6/14/18,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,13,A,6/14/18,Cycle Inspection / Re-inspection,
50074520,EL POLLO INKA PERU,Queens,"8920 101ST AVE, 11416",Peruvian,3/22/18,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,56,C,,Pre-permit (Operational) / Initial Inspection,
40831475,ROSARIO DELI,Queens,"2255 31 STREET, 11105",Delicatessen,8/31/17,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,21,B,,Cycle Inspection / Initial Inspection,
41468815,DINOSAUR BAR-B-QUE,Manhattan,"2276 12 AVENUE, 10027",Barbecue,6/10/19,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,25,B,,Cycle Inspection / Initial Inspection,
41322345,"DUNKIN', BASKIN ROBBINS",Queens,"9217 JAMAICA AVENUE, 11421",Donuts,8/14/17,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Y,18,B,8/14/17,Cycle Inspection / Re-inspection,
41139007,POLLOS A LA BRASA MARIO,Queens,"6201 WOODSIDE AVENUE, 11377",Spanish,2/28/17,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Y,15,B,,Cycle Inspection / Initial Inspection,
40373500,VICTOR'S CAFE,Manhattan,"236 WEST   52 STREET, 10019","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",8/29/19,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,12,A,8/29/19,Cycle Inspection / Initial Inspection,
41110462,J & R PIZZERIA NO. 2,Staten Island,"133 MCCLEAN AVENUE, 10305",Pizza/Italian,2/28/18,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,20,B,,Cycle Inspection / Initial Inspection,
50086149,STARBUCKS COFFEE # 54771,Queens,"2388 BELL BLVD, 11360",Café/Coffee/Tea,2/25/19,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,4,A,2/25/19,Pre-permit (Operational) / Initial Inspection,
50072522,IGNITED RESTAURANT & LOUNGE,Queens,"3027 STEINWAY ST, 11103",Middle Eastern,11/13/19,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,11,A,11/13/19,Cycle Inspection / Re-inspection,
50079762,TIPICO DOMINICANO,Manhattan,"1390 SAINT NICHOLAS AVE, 10033","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",7/31/18,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,35,C,,Pre-permit (Operational) / Initial Inspection,
41505961,CARIBBEAN CABANA RESTAURANT & LOUNGE,Queens,"11602 JAMAICA AVENUE, 11418",Caribbean,6/9/18,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,18,B,,Cycle Inspection / Initial Inspection,
50056635,NEW DOUBLE HAPPINESS,Brooklyn,"2637 86TH ST, 11223",Chinese,9/26/19,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,N,22,B,9/26/19,Cycle Inspection / Re-inspection,
50085701,MAPLE THAI EATERY,Queens,"3602 36TH AVE, 11106",Thai,3/13/19,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,2,A,3/13/19,Pre-permit (Operational) / Re-inspection,
40832580,DONBURI-YA,Manhattan,"253 WEST   55 STREET, 10019",Japanese,8/7/18,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,11,A,8/7/18,Cycle Inspection / Re-inspection,
50070991,AMY'S BREAD,Manhattan,"1220 5TH AVE, 10029",Bakery,1/7/19,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Y,29,C,,Cycle Inspection / Initial Inspection,
50098348,PLAYA BOWLS,Manhattan,"108 MACDOUGAL ST, 10012","Juice, Smoothies, Fruit Salads",10/4/19,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,12,A,10/4/19,Pre-permit (Operational) / Initial Inspection,
50057074,173 WEBSTER CAFE,Bronx,"1692 WEBSTER AVE, 10457","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1/24/17,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,11,A,1/24/17,Pre-permit (Operational) / Initial Inspection,
50043911,BREAD & JOE,Brooklyn,"618 4TH AVE, 11215",Café/Coffee/Tea,9/14/17,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,22,B,,Cycle Inspection / Initial Inspection,
50001456,GOLDEN UNICORN GOURMET,Manhattan,"18 E. BROADWAY, 10002",Chinese,2/13/19,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,18,B,,Cycle Inspection / Initial Inspection,
50018155,NO. 1 KITCHEN,Bronx,"839 PROSPECT AVE, 10459",Chinese,9/18/18,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,47,C,,Cycle Inspection / Initial Inspection,
50017455,NEST RESTAURANT & BAR,Queens,"12517 101ST AVE, 11419",Caribbean,2/6/20,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,5,Z,2/6/20,Cycle Inspection / Reopening Inspection,
50017444,MCFADDEN'S,Manhattan,"800 2ND AVE, 10017",Irish,9/17/18,10H,Proper sanitization not provided for utensil ware washing operation.,N,23,B,,Cycle Inspection / Initial Inspection,
40733383,HARU,Manhattan,"433 AMSTERDAM AVENUE, 10024",Japanese,7/26/18,05H,"No facilities available to wash, rinse and sanitize utensils and/or equipment.",Y,12,A,7/26/18,Cycle Inspection / Initial Inspection,
41289273,HOT & CRUSTY,Manhattan,"2393 BROADWAY, 10024",American,4/16/19,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,21,B,,Cycle Inspection / Initial Inspection,
50002394,PALERMO RESTAURANT & BAR,Queens,"23-92 21 STREET, 11105",Italian,5/14/18,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,6,A,5/14/18,Cycle Inspection / Initial Inspection,
50072850,SALAD BOX USA,Manhattan,"44 PARK PL, 10007",Salads,2/6/18,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Y,9,A,2/6/18,Pre-permit (Operational) / Initial Inspection,
50071094,FERMENTO,Brooklyn,"358 KOSCIUSZKO ST, 11221",Café/Coffee/Tea,11/16/18,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,23,B,,Cycle Inspection / Initial Inspection,
40751226,NHA-TRANG CENTRE VIETNAM RESTAURANT,Manhattan,"148 CENTRE STREET, 10013",Vietnamese/Cambodian/Malaysia,12/12/17,10I,"Single service item reused, improperly stored, dispensed; not used when required.",N,7,A,12/12/17,Cycle Inspection / Initial Inspection,
41630632,J J NOODLE,Manhattan,"19 HENRY STREET, 10002",Chinese,11/16/18,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,13,A,11/16/18,Cycle Inspection / Re-inspection,
50045234,SHUYA CAFE DE RAMEN,Queens,"4213 BROADWAY, 11103",Japanese,5/23/19,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,13,A,5/23/19,Cycle Inspection / Re-inspection,
41666300,HOLESOME BAGELS,Brooklyn,"333 KINGSTON AVENUE, 11213",Jewish/Kosher,3/26/18,02B,Hot food item not held at or above 140º F.,Y,11,A,3/26/18,Cycle Inspection / Initial Inspection,
50034681,CROWN FRIED CHICKEN,Brooklyn,"2214 FULTON ST, 11233",Chicken,6/7/18,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Y,13,A,,Cycle Inspection / Initial Inspection,
50040417,NEW YUNG HONG,Staten Island,"2491 VICTORY BLVD, 10314",Chinese,4/26/18,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,N,19,B,,Cycle Inspection / Initial Inspection,
41710558,GOOD FORTUNE RESTAURANT,Queens,"4645 KISSENA BOULEVARD, 11355",Chinese,6/14/18,10J,"""""Wash hands” sign not posted at hand wash facility.",N,19,B,,Cycle Inspection / Initial Inspection,
40390186,CLEOPATRA'S NEEDLE,Manhattan,"2483 BROADWAY, 10025",Middle Eastern,6/13/19,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,29,C,,Cycle Inspection / Initial Inspection,
50000479,IFC CENTER,Manhattan,"323 6TH AVE, 10014",American,8/20/18,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,12,A,8/20/18,Cycle Inspection / Re-inspection,
50051905,LOUD BABY,Brooklyn,"696 FLATBUSH AVE, 11225",Café/Coffee/Tea,8/16/17,10J,"""""Wash hands” sign not posted at hand wash facility.",N,34,C,,Pre-permit (Non-operational) / Re-inspection,
50014682,LONGHORN STEAKHOUSE,Queens,"9230 59TH AVE, 11373",Steak,11/19/19,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,54,C,,Cycle Inspection / Initial Inspection,
40944072,SUPERFINE,Brooklyn,"126 FRONT STREET, 11201",American,6/27/17,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,12,A,6/27/17,Cycle Inspection / Initial Inspection,
50002890,NEW FONG KWAN KITCHEN,Queens,"6548 METROPOLITAN AVE, 11379",Chinese,6/6/17,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,10,A,,Cycle Inspection / Initial Inspection,
50083612,ARBY'S,Bronx,"2059 BARTOW AVE, 10475",Hamburgers,9/26/19,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,47,C,,Cycle Inspection / Initial Inspection,
41353366,VESTA TRATTORIA & WINE BAR,Queens,"2102 30 AVENUE, 11102",Italian,3/6/19,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Y,12,A,3/6/19,Cycle Inspection / Re-inspection,
40401060,NAIM KOSHER PIZZA,Brooklyn,"3904 15 AVENUE, 11218",Jewish/Kosher,2/21/17,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,12,A,2/21/17,Cycle Inspection / Re-inspection,
41552184,NOM WAH TEA/DIM SUM PARLOR,Manhattan,"13 DOYERS STREET, 10013",Chinese,2/20/18,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,11,A,,Cycle Inspection / Initial Inspection,
50012988,ROAST KITCHEN,Manhattan,"423 MADISON AVE, 10017",Mexican,2/27/19,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,12,A,2/27/19,Cycle Inspection / Re-inspection,
50067694,AGRA HEIGHTS,Brooklyn,"226 WILSON AVE, 11237",Indian,4/27/18,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,12,A,,Cycle Inspection / Reopening Inspection,
50075161,YUPDDUK,Queens,"15722 NORTHERN BLVD, 11354",Korean,8/15/19,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,37,C,,Cycle Inspection / Initial Inspection,
50057586,ZUCKER'S BAGELS AND SMOKED FISH,Manhattan,"273 COLUMBUS AVE, 10023",Bagels/Pretzels,3/22/17,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,13,A,3/22/17,Pre-permit (Operational) / Re-inspection,
41258107,MCDONALD'S,Brooklyn,"606 NEPTUNE AVENUE, 11224",Hamburgers,12/27/17,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,16,B,,Cycle Inspection / Initial Inspection,
41471314,TAKAHACHI BAKERY,Manhattan,"25 MURRAY STREET, 10007",Bakery,12/12/17,02B,Hot food item not held at or above 140º F.,Y,34,C,,Cycle Inspection / Initial Inspection,
50012259,MERIT DELI,Queens,"3202 37TH AVE, 11101",Delicatessen,10/28/19,09C,Food contact surface not properly maintained.,N,30,C,,Cycle Inspection / Initial Inspection,
40664304,SOTTO VOCE RESTAURANT,Brooklyn,"225 7 AVENUE, 11215",Italian,4/30/19,09C,Food contact surface not properly maintained.,N,8,A,4/30/19,Cycle Inspection / Re-inspection,
50005654,ALLERTON RESTAURANT,Bronx,"772 ALLERTON AVE, 10467",American,8/22/18,09C,Food contact surface not properly maintained.,N,23,B,,Cycle Inspection / Initial Inspection,
41513747,PRET A MANGER,Manhattan,"179 BROADWAY, 10007",Sandwiches/Salads/Mixed Buffet,4/19/18,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,3,A,4/19/18,Cycle Inspection / Initial Inspection,
50067314,KABAB KING,Queens,"7301 37TH RD, 11372",Indian,1/3/19,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Y,7,A,1/3/19,Cycle Inspection / Re-inspection,
50008317,EL PATRON RESTAURANT & LOUNGE,Staten Island,"520 BAY ST, 10304",Mexican,3/7/17,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,23,B,,Cycle Inspection / Initial Inspection,
40399422,PIZZA CHEF,Queens,"15381 CROSS ISLAND PARKWAY, 11357",Pizza,8/23/16,09C,Food contact surface not properly maintained.,N,10,A,8/23/16,Cycle Inspection / Re-inspection,
41630632,J J NOODLE,Manhattan,"19 HENRY STREET, 10002",Chinese,3/7/19,10I,"Single service item reused, improperly stored, dispensed; not used when required.",N,51,C,,Cycle Inspection / Initial Inspection,
50046749,ET AL.,Manhattan,"191 CHRYSTIE ST, 10002",American,3/23/18,10J,"""""Wash hands” sign not posted at hand wash facility.",N,9,A,3/23/18,Pre-permit (Operational) / Initial Inspection,
50099532,99 NOODLE VILLAGE,Brooklyn,"772 57TH ST, 11220",Chinese,11/13/19,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,29,C,,Pre-permit (Operational) / Initial Inspection,
50048604,FARMERS RESTAURANT,Brooklyn,"1692 86TH ST, 11214",Chinese,3/30/18,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,26,B,,Cycle Inspection / Initial Inspection,
